Основной ОКВЭД,Кол-во дополнительных ОКВЭДОВ,Нормализованно Кол-во сотрудников,Система налогообложения,Отношение оборотов,"Нормализованно Доходы (тыс, руб.)",ЗСК,Мошенники,Сервисы регистраторы,Вся негативная информация,Нормализованно Налоговая нагрузка,Оценка надежности,Нормализованно Возможная сумма при 3%,score,result
503,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.260072135907361,0.949849515775654,1,0.7667309303219169,0.01,0.0,5.006901248970585,0
876,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.81,0.6112783091640371,-1.6146814823235922,1
323,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.01,0.0,-0.635121542274693,1
911,0.5,0.0,1,0.0,0.0,1.0,0.24586930190159,0.9677641447935792,0,0.7667309303219169,0.2,0.5063978698806405,2.161082870606301,0
980,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.67,0.5085863006773242,-1.1768475844600665,1
530,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.06,0.0,0.18947368421052624,1
489,0.0,0.0,1,0.0,0.0,2.0,0.764243262157277,0.982169924828131,1,0.8626996502812897,0.07,0.0,5.342171959836592,0
790,0.5,0.24967202484913986,0,1.0,0.4022239608079708,0.0,0.0,0.0,0,0.0,0.73,0.5235240797834538,-1.5305867549654995,1
489,0.0,0.0,1,0.03333333333333333,0.0,1.0,0.0,0.0,1,0.8626996502812897,0.03,0.0,1.4933159735361627,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0390871559214964,0.6507936497956717,1,0.0,0.26,0.5004084686532692,0.3102503596721302,1
503,0.0,0.0,1,0.16666666666666666,0.0,1.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.04,0.0,2.956322098083604,0
611,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.408145590501604,0.3171594065429836,0,0.7667309303219169,0.07,0.0,0.05467319145645173,1
340,0.5,0.0,1,0.0,0.0,1.0,0.532492414638035,0.9930650146840664,0,0.7667309303219169,0.08,0.0,2.928623120169623,0
302,0.0,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.07,0.0,-0.6961577106743627,1
707,0.0,0.08322400828304662,0,1.0,0.2943596461752053,1.0,0.0,0.0,0,0.0,0.07,0.0,2.1322224630245343,0
776,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.32,0.5085863006773242,-0.4400054791969088,1
957,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.04,0.0,0.3368421052631578,1
315,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.09,0.0,-0.7487892896217311,1
707,0.5,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.09,0.0,1.3017205629884645,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,1,0.0,0.4,0.5004084686532692,-0.7106768042406778,1
595,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.09,0.0,-0.5403847001694299,1
323,0.5,0.0,1,0.0,0.0,1.0,0.107012288025531,0.9744434846239198,1,0.7667309303219169,0.2,0.5004084686532692,2.2346814141682607,0
302,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.07,0.0,-0.8119471843585733,1
83,0.0,0.0,1,0.16666666666666666,0.3631770524021322,1.0,0.906195501572573,0.5024250518615483,0,0.7667309303219169,0.2,0.5063978698806405,2.160784224056932,0
865,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.42,0.5085863006773242,-1.7361631898712713,1
304,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.5063978698806405,-0.29183079416655167,1
668,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.01,0.0,0.39999999999999986,1
607,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.18,0.5085863006773242,-0.1452686370916457,1
484,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.66,0.5085863006773242,-1.261058110775856,1
302,0.5,0.0,1,1.0,0.0,2.0,0.0,0.0,0,0.0,0.04,0.0,4.231578947368419,0
306,0.5,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.01,0.0,2.5052631578947357,0
304,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.5063978698806405,-0.29183079416655167,1
797,0.5,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,1,0.8626996502812897,0.61,0.5271982104868959,-1.9219675776958502,1
635,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.31,0.5004084686532692,-0.2054136463459411,1
668,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.08,0.0,0.2526315789473684,1
611,0.5,0.0,1,0.16666666666666666,0.0,1.0,0.87174556825311,0.2465878080021494,0,0.8626996502812897,0.17,0.5004084686532692,2.1282532495641795,0
283,0.0,0.0,1,0.16666666666666666,0.0,1.0,0.149698768183525,0.9804772155015202,1,0.7667309303219169,0.87,0.6174489150439666,0.7796877876407351,0
503,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.475719184674021,0.9263047205536016,1,0.8626996502812897,0.69,0.5288596646837346,3.5321823131028105,0
283,0.0,0.08322400828304662,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.44,0.5260553684374635,-0.6113307164312856,1
283,0.0,0.08322400828304662,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.44,0.5260553684374635,-0.6113307164312856,1
804,0.5,0.1319069322883358,1,0.0,0.3933170944373146,0.0,0.0,0.0,0,0.7667309303219169,0.24,0.5255607023827795,-1.5063367739237095,1
427,0.5,0.08322400828304662,1,0.0,0.40669777231879034,0.0,0.0,0.0,0,0.7667309303219169,0.23,0.5521778667813211,-1.4904753990721535,1
304,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1,0.7667309303219169,0.02,0.0,1.5543521419358326,0
136,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.52,0.5085863006773242,-0.861058110775856,1
484,0.0,0.1319069322883358,1,0.0,0.5673006294466878,2.0,0.0,0.0,1,0.9344910767047938,0.01,0.0,3.3257398141171155,0
643,0.5,0.1932401630015445,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.09,0.0,2.2961599656838843,0
633,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.09,0.0,0.23157894736842102,1
283,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.22,0.5314989053611596,3.972605666445888,0
611,0.5,0.0,1,1.0,0.0,0.0,0.0565407800236311,0.3772206237682353,0,0.0,0.74,0.5004084686532692,-1.1804016423545025,1
783,0.5,0.08322400828304662,0,1.0,0.4145108342240474,0.0,0.0,0.0,0,0.0,0.2,0.534521699284989,-0.3889807685220783,1
303,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.3,0.5085863006773242,-0.5031633739337509,1
244,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.03,0.0,0.35789473684210515,1
283,0.0,0.1319069322883358,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.85,0.649577967693399,-1.740772289631954,1
503,0.0,0.0,1,0.05,0.0,2.0,0.0,0.0,0,0.9344910767047938,0.03,0.0,3.3555310122606334,0
768,0.5,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.2,0.5063978698806405,0.8835739793482288,0
913,0.0,0.08322400828304662,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.71,0.5349509291920562,-1.7093448703935037,1
283,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.49,0.5004084686532692,3.4156389852330054,0
957,0.5,0.0,1,0.0,0.0,0.0,0.700522564380998,0.829315359874627,1,0.7667309303219169,0.03,0.0,1.1436552200996488,0
833,0.5,0.0,1,0.0,0.0,0.0,0.930672700202697,0.2637914760796134,0,0.7667309303219169,0.07,0.0,0.4958933801277387,0
611,0.0,0.0,1,0.0,0.0,0.0,0.0223199615783002,0.0555126787124209,0,0.7667309303219169,0.26,0.5085863006773242,-1.3721452948497899,1
302,0.5,0.0,1,0.8333333333333334,0.0,2.0,0.528806443656317,0.9930650146840664,1,0.7667309303219169,0.08,0.0,5.503690519136235,0
450,0.0,0.08322400828304662,0,1.0,0.4427558393488156,0.0,0.0,0.0,0,0.0,0.4,0.5779867897139436,-0.9432026461010692,1
503,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.05,0.0,0.4210526315789473,1
690,0.5,0.0,1,0.0,0.0,0.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.01,0.0,0.9668484138730787,0
980,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.12,0.5085863006773242,-0.01895284761796152,1
987,0.5,0.08322400828304662,0,1.0,0.32429292165833024,1.0,0.0,0.0,0,0.0,0.55,0.5494286803714525,1.0119347279474207,0
149,0.5,0.1932401630015445,0,1.0,0.4560094714519612,0.0,0.0,0.0,0,0.0,0.8,0.5898475048034026,-1.7131562609076671,1
332,0.5,0.0,1,1.0,0.0,0.0,0.335431280678621,0.2825713241858269,0,0.0,0.1,0.5004084686532692,0.36090488509031965,1
797,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.24,0.5085863006773242,-1.4119691267347596,1
934,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.11,0.5085863006773242,-1.1361631898712716,1
946,0.5,0.0,1,0.0,0.0,2.0,0.0,0.0,0,0.7667309303219169,0.06,0.0,3.4701416156200424,0
484,0.5,0.08322400828304662,1,0.16666666666666666,0.0,2.0,0.224303478590272,0.9679583372491244,1,0.7667309303219169,0.06,0.0,4.970791104233503,0
283,0.0,0.0,1,0.8333333333333334,0.0,2.0,0.0,0.0,1,0.7667309303219169,0.03,0.0,3.901720562988464,0
283,0.5,0.0,1,0.16666666666666666,0.0,2.0,0.0932356880129165,0.9035208283737588,1,0.7667309303219169,0.01,0.0,4.887780053921806,0
340,0.5,0.0,1,0.0,0.0,0.0,0.789116656544319,0.7866308111085836,0,0.7667309303219169,0.21,0.5004084686532692,0.418146356277158,1
707,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.63,0.5085863006773242,-1.1979002160390138,1
304,0.5,0.2151309405713824,1,0.05,0.44733836308668334,0.0,0.0,0.0,1,0.9344910767047938,0.35,0.5867908805668872,-1.662719873578691,1
557,0.5,0.0,1,0.8333333333333334,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.37,0.5085863006773242,-1.3172322846294966,1
159,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.608102136108575,0.1017556786067906,0,0.8626996502812897,0.08,0.0,-0.1384126425529255,1
611,0.5,0.0,1,0.03333333333333333,0.0,0.0,0.0,0.0,0,0.8626996502812897,0.06,0.0,-0.7803682369901522,1
643,0.0,0.0,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.03,0.0,2.357894736842104,0
707,0.5,0.08322400828304662,0,1.0,0.0,1.0,0.0,0.0,0,0.0,0.35,0.5260553684374635,1.57814296777924,0
302,0.0,0.0,1,0.16666666666666666,0.0,2.0,0.360809069374837,0.9887678808349843,1,0.7667309303219169,0.05,0.0,5.069696300051435,0
283,0.5,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,1,0.7667309303219169,0.05,0.0,-0.4561741738536403,1
659,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.49,0.5085863006773242,-0.7979002160390138,1
611,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.82,0.5085863006773242,-1.4926370581442767,1
367,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.04,0.0,0.3368421052631578,1
356,0.5,0.1319069322883358,0,1.0,0.4351648756801686,0.0,0.0,0.0,0,0.0,0.66,0.5456594633602749,-1.380450683058769,1
595,0.5,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.53,0.4903996406455188,-1.1911998676062436,1
833,0.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.08,0.0,-0.7824899633273245,1
687,0.0,0.0,1,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.5,0.5085863006773242,-1.9067059688400225,1
611,0.5,0.0,1,0.16666666666666666,0.0,1.0,0.939969877197032,0.1314269239977584,0,0.8626996502812897,0.49,0.5004084686532692,1.4051621179215803,0
658,0.0,0.08322400828304662,0,1.0,0.5076915476432234,1.0,0.0,0.0,1,0.0,0.88,0.636095454232519,0.3133107055839154,1
707,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.09,0.0,0.23157894736842102,1
503,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.7667309303219169,0.07,0.0,1.2385626682516222,0
503,0.0,0.08322400828304662,1,0.0,0.5713977773308662,0.0,0.0,0.0,1,0.7667309303219169,0.89,0.6667357295964452,-2.8862388243249155,1
627,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.42,0.5004084686532692,-0.6475189095038357,1
539,0.5,0.0,1,0.166667,0.0,0.0,0.806027051099208,0.0293527192095277,0,0.8626996502812897,0.2,0.5063978698806405,-0.3402202203054034,1
707,0.5,0.0,1,0.0,0.0,0.0,0.113149834608361,0.1464034147076632,0,0.7667309303219169,0.31,0.5085863006773242,-1.1808604432442078,1
338,0.0,0.08322400828304662,0,1.0,0.5424228576850652,1.0,0.0,0.0,1,0.0,0.92,0.6489867285186973,0.2097270529345481,1
338,0.5,0.0,0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.09,0.0,4.652631578947368,0
613,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.66,0.559950251874971,-1.1747185138486733,1
283,0.5,0.0,0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.08,0.0,2.568421052631578,0
957,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.7667309303219169,0.32,0.5085863006773242,-1.5803901793663386,1
214,0.5,0.6560251504323898,0,1.0,0.6701256297002413,0.0,0.0,0.0,0,0.0,0.85,0.8001647865802313,-2.0834873234417417,1
633,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.03,0.0,0.463157894736842,0
707,0.5,0.0,1,0.0,0.0,0.0,0.326059035678563,0.0123847793457449,0,0.7667309303219169,0.08,0.0,-0.42623331593331626,1
833,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.69,0.5004084686532692,-1.2159399621354146,1
960,0.5,0.0,1,0.0,0.0,0.0,0.528806443656317,0.9930650146840664,0,0.7667309303219169,0.2,0.5063978698806405,0.38028077760126394,1
283,0.0,0.1319069322883358,0,1.0,0.0,1.0,0.0,0.0,1,0.0,0.28,0.5719062319506235,1.8036330866943309,0
572,0.5,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.42,0.5085863006773242,-0.6505317949863824,1
484,0.5,0.08322400828304662,0,1.0,0.0,2.0,0.0,0.0,0,0.0,0.38,0.5260553684374635,3.620248230937134,0
611,0.5,0.0,1,0.0,0.0,0.0,0.0644353726605542,0.05181431802474,0,0.7667309303219169,0.05,0.0,-0.5969639731322779,1
